NAME	CHR	GC-CONTENT	TYPE
PRF1	10	56.52	protein_coding
PRF1	LRG_94		LRG_gene
PRG2	11	51.04	protein_coding
PRG3	11	49.61	protein_coding
PRG4	1	38.06	protein_coding
PRH1	12	43.82	protein_coding
PRH2	12	43.08	protein_coding
PRHOXNB	13	49.72	protein_coding
PRICKLE1	12	41.35	protein_coding
PRICKLE2	3	41.47	protein_coding
PRICKLE3	X	55.15	protein_coding
PRICKLE3	HG1436_HG1432_PATCH	55.98	protein_coding
PRICKLE4	6	54.39	protein_coding
PRIM1	12	42.84	protein_coding
PRIM2	6	37.36	processed_transcript
PRIMA1	14	52.01	protein_coding
PRINS	10	44.32	processed_transcript
PRKAA1	5	37.74	protein_coding
PRKAA2	1	36.6	protein_coding
PRKAB1	12	47.82	protein_coding
PRKAB2	1	39.83	protein_coding
PRKAB2	HG1287_PATCH	39.83	protein_coding
PRKACA	19	53.35	protein_coding
PRKACB	1	34.7	protein_coding
PRKACG	9	57.73	protein_coding
PRKAG1	12	45.41	protein_coding
PRKAG2	7	48.91	protein_coding
PRKAG3	2	52.65	protein_coding
PRKAR1A	17	43.58	protein_coding
PRKAR1AP	1	43.98	pseudogene
PRKAR1B	7	54.13	protein_coding
PRKAR2A	3	43.41	protein_coding
PRKAR2B	7	38.63	protein_coding
PRKCA	17	43.87	protein_coding
PRKCB	16	43.77	protein_coding
PRKCD	3	56.58	protein_coding
PRKCDBP	11	65.04	protein_coding
PRKCE	2	44.43	protein_coding
PRKCG	19	52.9	protein_coding
PRKCH	14	42.48	protein_coding
PRKCI	3	39.82	protein_coding
PRKCQ	10	43.1	protein_coding
PRKCSH	19	56.85	protein_coding
PRKCZ	1	56.44	protein_coding
PRKD1	14	37.08	protein_coding
PRKD2	19	51.95	protein_coding
PRKD3	2	36.9	protein_coding
PRKDC	8	41.93	protein_coding
PRKDC	LRG_162		LRG_gene
PRKG1	10	36.5	protein_coding
PRKG2	4	37.16	protein_coding
PRKRA	2	39.65	protein_coding
PRKRIP1	HG115_PATCH	46.23	protein_coding
PRKRIP1	7	46.23	protein_coding
PRKRIR	11	40.11	protein_coding
PRKRIRP1	X	42.47	pseudogene
PRKRIRP2	3	42.54	pseudogene
PRKRIRP3	10	40.54	pseudogene
PRKRIRP4	11	38.51	pseudogene
PRKRIRP5	6	36.62	pseudogene
PRKRIRP6	13	42.54	pseudogene
PRKRIRP7	8	40.74	pseudogene
PRKRIRP8	1	40	pseudogene
PRKRIRP9	4	39.01	pseudogene
PRKX	X	45.74	protein_coding
PRKXP1	15	59.57	pseudogene
PRKY	Y	44.3	pseudogene
PRL	6	38.08	protein_coding
PRLH	2	65.28	protein_coding
PRLHR	10	56.88	protein_coding
PRLR	5	40.85	protein_coding
PRM1	16	55.92	protein_coding
PRM2	16	59.74	protein_coding
PRM3	16	64.08	protein_coding
PRMT1	19	58.23	protein_coding
PRMT10	4	39.69	protein_coding
PRMT2	21	45.52	protein_coding
PRMT3	11	36.02	protein_coding
PRMT5	14	47.75	protein_coding
PRMT6	1	50.6	protein_coding
PRMT7	16	48.59	protein_coding
PRMT8	12	45.94	protein_coding
PRND	20	46.36	protein_coding
PRNP	20	41.96	protein_coding
PRNT	20	43.26	protein_coding
PROB1	5	69.95	protein_coding
PROC	2	57.69	protein_coding
PROCA1	17	55.73	protein_coding
PROCR	20	52.59	protein_coding
PRODH	22	58.95	protein_coding
PRODH2	19	51.56	protein_coding
PROK1	1	50.74	protein_coding
PROK2	3	39.38	protein_coding
PROKR1	2	47.21	protein_coding
PROKR2	20	46.57	protein_coding
PROL1	4	35.92	protein_coding
PROM1	4	43.17	protein_coding
PROM2	2	58.88	protein_coding
PROP1	5	54.37	protein_coding
PRORSD1P	2	44.56	pseudogene
PROS1	3	38.85	protein_coding
PROSAPIP1	20	59.3	protein_coding
PROSC	8	43.59	protein_coding
PROSER1	13	37.36	protein_coding
PROSP	3	36.76	pseudogene
PROX1	1	41.17	protein_coding
PROX2	14	46.29	protein_coding
PROZ	13	50.83	protein_coding
PRPF18	10	38.95	protein_coding
PRPF19	11	46.52	protein_coding
PRPF19P	18	47.22	pseudogene
PRPF3	1	44.19	protein_coding
PRPF3	HG1287_PATCH	44.24	protein_coding
PRPF31	19	57.06	protein_coding
PRPF31	HSCHR19LRC_COX1_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_COX2_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_LRC_I_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_LRC_J_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_LRC_S_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_LRC_T_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_PGF1_CTG1	57.06	protein_coding
PRPF31	HSCHR19LRC_PGF2_CTG1	57.06	protein_coding
PRPF38A	1	42.09	protein_coding
PRPF38B	1	37.93	protein_coding
PRPF39	14	36.34	protein_coding
PRPF4	9	42.63	protein_coding
PRPF40A	2	36.31	protein_coding
PRPF40B	12	47.42	protein_coding
PRPF4B	6	38.36	protein_coding
PRPF6	20	50.53	protein_coding
PRPF8	17	48.87	protein_coding
PRPH	12	62.44	protein_coding
PRPH2	6	49.24	protein_coding
PRPS1	X	41.74	protein_coding
PRPS1	LRG_264		LRG_gene
PRPS1L1	7	46.21	protein_coding
PRPS1P1	2	38.58	pseudogene
PRPS1P2	9	46	pseudogene
PRPS2	X	42.76	protein_coding
PRPSAP1	17	48.2	protein_coding
PRPSAP2	17	44.41	protein_coding
PRR11	17	44.47	protein_coding
PRR12	19	55.5	protein_coding
PRR13	12	48.6	protein_coding
PRR14	16	57.98	protein_coding
PRR14L	22	45.25	protein_coding
PRR15	7	56.53	protein_coding
PRR15L	17	52.01	protein_coding
PRR16	5	35.51	protein_coding
PRR18	6	62.37	protein_coding
PRR19	19	54.15	protein_coding
PRR20A	13	49.77	protein_coding
PRR20B	13	49.77	protein_coding
PRR20C	13	52.19	protein_coding
PRR20D	13	52.19	protein_coding
PRR20E	13	49.77	protein_coding
PRR21	2	60.09	protein_coding
PRR22	19	66.72	protein_coding
PRR23B	3	55.64	protein_coding
PRR24	19	70.41	protein_coding
PRR25	16	57.93	protein_coding
PRR3	HSCHR6_MHC_DBB	45	protein_coding
PRR3	HSCHR6_MHC_MANN	44.95	protein_coding
PRR3	6	44.95	protein_coding
PRR3	HSCHR6_MHC_MCF	44.95	protein_coding
PRR3	HSCHR6_MHC_SSTO	45	protein_coding
PRR3	HSCHR6_MHC_QBL	45	protein_coding
PRR3	HSCHR6_MHC_COX	45	protein_coding
PRR4	12	36.54	protein_coding
PRR5	22	56.66	protein_coding
PRR5-ARHGAP8	22	52.76	protein_coding
PRR5L	11	43.76	protein_coding
PRR7	5	62.33	protein_coding
PRR9	1	46.42	protein_coding
PRRC1	5	36.29	protein_coding
PRRC2A	HSCHR6_MHC_DBB	53.52	protein_coding
PRRC2A	6	53.44	protein_coding
PRRC2A	HSCHR6_MHC_MANN	53.5	protein_coding
PRRC2A	HSCHR6_MHC_SSTO	53.52	protein_coding
PRRC2A	HSCHR6_MHC_MCF	53.54	protein_coding
PRRC2A	HSCHR6_MHC_QBL	53.52	protein_coding
PRRC2A	HSCHR6_MHC_COX	53.52	protein_coding
PRRC2B	9	49.02	protein_coding
PRRC2C	1	38.3	protein_coding
PRRC2CP1	Y	43.4	pseudogene
PRRG1	X	37.92	protein_coding
PRRG1	HG1424_PATCH	37.92	protein_coding
PRRG2	19	53.58	protein_coding
PRRG3	X	50.58	protein_coding
PRRG4	11	39.17	protein_coding
PRRT1	HSCHR6_MHC_APD	58.63	protein_coding
PRRT1	HSCHR6_MHC_COX	58.62	protein_coding
PRRT1	HSCHR6_MHC_MCF	58.6	protein_coding
PRRT1	HSCHR6_MHC_QBL	58.6	protein_coding
PRRT1	HSCHR6_MHC_DBB	58.63	protein_coding
PRRT1	HSCHR6_MHC_MANN	58.6	protein_coding
PRRT1	HSCHR6_MHC_MANN	58.6	protein_coding
PRRT1	HSCHR6_MHC_MANN	58.6	protein_coding
PRRT1	6	58.57	protein_coding
PRRT1	HSCHR6_MHC_SSTO	58.62	protein_coding
PRRT2	16	61.24	protein_coding
PRRT3	3	59.38	protein_coding
PRRT4	7	57.37	protein_coding
PRRX1	1	39.17	protein_coding
PRRX2	9	54.73	protein_coding
PRSS1	HG7_PATCH	51.98	protein_coding
PRSS1	7	51.98	protein_coding
PRSS12	4	36.51	protein_coding
PRSS16	6	49.82	protein_coding
PRSS2	HG7_PATCH	51.95	protein_coding
PRSS21	16	55.67	protein_coding
PRSS22	16	59.93	protein_coding
PRSS23	11	42.17	protein_coding
PRSS27	16	61.19	protein_coding
PRSS29P	16	59.99	pseudogene
PRSS3	9	42.82	protein_coding
PRSS30P	16	61.91	pseudogene
PRSS33	16	63.36	protein_coding
PRSS35	6	39.82	protein_coding
PRSS36	16	57.63	protein_coding
PRSS37	7	41.54	protein_coding
PRSS38	1	42.65	protein_coding
PRSS3P1	7	51.4	pseudogene
PRSS3P1	HG7_PATCH	51.43	pseudogene
PRSS3P2	7	50.4	pseudogene
PRSS3P2	HG7_PATCH	50.6	pseudogene
PRSS3P3	7	41.05	pseudogene
PRSS3P3	HG7_PATCH	41.05	pseudogene
PRSS3P4	9	54.32	pseudogene
PRSS41	16	51.27	pseudogene
PRSS42	3	51.78	protein_coding
PRSS44	3	53.22	pseudogene
PRSS45	3	42.13	protein_coding
PRSS46	3	43.08	protein_coding
PRSS48	4	39.82	protein_coding
PRSS50	3	43.36	protein_coding
PRSS53	16	58.82	protein_coding
PRSS54	16	45.92	protein_coding
PRSS55	8	47.56	protein_coding
PRSS57	19	56.87	protein_coding
PRSS58	HG7_PATCH	38.67	protein_coding
PRSS58	7	38.67	protein_coding
PRSS8	16	59.08	protein_coding
PRTFDC1	10	41.87	protein_coding
PRTG	15	38.58	protein_coding
PRTN3	19	58.05	protein_coding
PRUNE	1	46.61	protein_coding
PRUNE2	9	41.04	protein_coding
PRUNEP1	13	50.18	pseudogene
PRX	19	55.82	protein_coding
PRX	LRG_265		LRG_gene
PRY2	Y	41.48	protein_coding
PRYP1	Y	40.49	pseudogene
PRYP2	Y	40.51	pseudogene
PRYP5	Y	53.38	pseudogene
PRYP6	Y	53.94	pseudogene
PSAP	10	47.72	protein_coding
PSAPL1	4	60.65	protein_coding
PSAT1	9	45.59	protein_coding
PSAT1P1	8	45.48	pseudogene
PSAT1P2	2	41.98	pseudogene
PSAT1P3	1	46.17	pseudogene
PSAT1P4	3	45.37	pseudogene
PSCA	HG418_PATCH	56.08	protein_coding
PSCA	8	56.08	protein_coding
PSD	10	59.67	protein_coding
PSD2	5	51.79	protein_coding
PSD3	8	39.93	protein_coding
PSD4	2	51.21	protein_coding
PSEN1	14	42.73	protein_coding
PSEN2	1	52.42	protein_coding
PSENEN	19	55.84	protein_coding
PSG1	19	45.75	protein_coding
PSG10P	19	44.23	pseudogene
PSG11	19	43.22	protein_coding
PSG2	19	43.59	protein_coding
PSG3	19	43.74	protein_coding
PSG4	19	47.18	protein_coding
PSG5	19	43.15	protein_coding
PSG6	19	45.55	protein_coding
PSG7	19	45.33	polymorphic_pseudogene
PSG8	19	42.62	protein_coding
PSG9	19	42.07	protein_coding
PSIP1	9	37.88	protein_coding
PSKH1	16	52.34	protein_coding
PSKH2	8	39.01	protein_coding
PSMA1	11	40.05	protein_coding
PSMA2	7	38.31	protein_coding
PSMA2P1	11	40.71	pseudogene
PSMA2P2	8	46.36	pseudogene
PSMA2P3	2	44.74	pseudogene
PSMA3	14	40.29	protein_coding
PSMA4	15	42.14	protein_coding
PSMA5	1	40.75	protein_coding
PSMA6	14	42.27	protein_coding
PSMA6P1	Y	41.97	pseudogene
PSMA6P2	X	46.88	pseudogene
PSMA6P3	21	42.07	pseudogene
PSMA7	20	52.28	protein_coding
PSMA8	18	37.99	protein_coding
PSMB1	6	39.81	protein_coding
PSMB10	16	61.37	protein_coding
PSMB11	14	57.97	protein_coding
PSMB2	1	41	protein_coding
PSMB3	17	49.05	protein_coding
PSMB3P2	2	51.94	pseudogene
PSMB4	1	49.27	protein_coding
PSMB5	14	46.64	protein_coding
PSMB6	17	52.81	protein_coding
PSMB7	9	42.8	protein_coding
PSMB8	6	50.56	protein_coding
PSMB8	HSCHR6_MHC_MCF	50.54	protein_coding
PSMB8	HSCHR6_MHC_QBL	50.56	protein_coding
PSMB8	HSCHR6_MHC_COX	50.58	protein_coding
PSMB8	HSCHR6_MHC_SSTO	50.37	protein_coding
PSMB8	HSCHR6_MHC_APD	50.51	protein_coding
PSMB8	HSCHR6_MHC_DBB	50.46	protein_coding
PSMB8	HSCHR6_MHC_MANN	50.56	protein_coding
PSMB9	6	42.79	protein_coding
PSMB9	HSCHR6_MHC_MCF	42.81	protein_coding
PSMB9	HSCHR6_MHC_QBL	42.78	protein_coding
PSMB9	HSCHR6_MHC_COX	42.79	protein_coding
PSMB9	HSCHR6_MHC_SSTO	42.86	protein_coding
PSMB9	HSCHR6_MHC_APD	42.85	protein_coding
PSMB9	HSCHR6_MHC_DBB	42.83	protein_coding
PSMB9	HSCHR6_MHC_MANN	42.78	protein_coding
PSMC1	14	43.93	protein_coding
PSMC1P1	3	45.76	pseudogene
PSMC1P10	2	43.71	pseudogene
PSMC1P11	6	45.48	pseudogene
PSMC1P12	1	42.31	pseudogene
PSMC1P13	13	40.2	pseudogene
PSMC1P2	7	41.94	pseudogene
PSMC1P3	7	44.01	pseudogene
PSMC1P4	5	43.56	pseudogene
PSMC1P5	5	45.76	pseudogene
PSMC1P6	3	41.55	pseudogene
PSMC1P7	3	44.18	pseudogene
PSMC1P8	12	43.52	pseudogene
PSMC1P9	12	45.47	pseudogene
PSMC2	7	38.99	protein_coding
PSMC3	11	54.91	protein_coding
PSMC3IP	17	48.67	protein_coding
PSMC4	19	50.25	protein_coding
PSMC5	17	50.94	protein_coding
PSMC6	14	37.9	protein_coding
PSMD1	2	37.87	protein_coding
PSMD10	X	37.94	protein_coding
PSMD10P1	20	44.93	pseudogene
PSMD10P2	3	46.43	pseudogene
PSMD10P3	13	47.32	pseudogene
PSMD11	17	43.11	protein_coding
PSMD12	17	40.05	protein_coding
PSMD13	11	44.35	protein_coding
PSMD14	2	35.42	protein_coding
PSMD2	3	49	protein_coding
PSMD3	17	49.75	protein_coding
PSMD4	1	47.67	protein_coding
PSMD4P1	21	52.9	pseudogene
PSMD5	9	40.53	protein_coding
PSMD6	3	39.12	protein_coding
PSMD7	16	43.55	protein_coding
PSMD7P1	17	41.94	pseudogene
PSMD8	19	53.6	protein_coding
PSMD9	12	47.49	protein_coding
PSME1	14	57.4	protein_coding
PSME2	14	52.31	protein_coding
PSME2P2	13	50.71	pseudogene
PSME3	17	46.07	protein_coding
PSME4	2	37.98	protein_coding
PSMF1	20	43.13	protein_coding
PSMG1	21	41.55	protein_coding
PSMG2	18	43.45	protein_coding
PSMG3	7	57.7	protein_coding
PSMG4	6	49.83	protein_coding
PSORS1C1	HSCHR6_MHC_DBB	52.35	protein_coding
PSORS1C1	6	52.26	protein_coding
PSORS1C1	HSCHR6_MHC_MANN	52.29	protein_coding
PSORS1C1	HSCHR6_MHC_MCF	52.27	protein_coding
PSORS1C1	HSCHR6_MHC_QBL	52.23	protein_coding
PSORS1C1	HSCHR6_MHC_COX	52.29	protein_coding
PSORS1C2	HSCHR6_MHC_DBB	57.79	protein_coding
PSORS1C2	6	57.74	protein_coding
PSORS1C2	HSCHR6_MHC_MANN	57.9	protein_coding
PSORS1C2	HSCHR6_MHC_MCF	57.84	protein_coding
PSORS1C2	HSCHR6_MHC_QBL	57.8	protein_coding
PSORS1C2	HSCHR6_MHC_COX	57.9	protein_coding
PSORS1C3	6	52.15	sense_intronic
PSORS1C3	HSCHR6_MHC_QBL	52.04	processed_transcript
PSORS1C3	HSCHR6_MHC_COX	52.09	processed_transcript
PSORS1C3	HSCHR6_MHC_SSTO	52.05	processed_transcript
PSORS1C3	HSCHR6_MHC_DBB	52.09	processed_transcript
PSORS1C3	HSCHR6_MHC_MCF	52.07	processed_transcript
PSORS1C3	HSCHR6_MHC_MANN	52.04	processed_transcript
PSPC1	13	40.28	protein_coding
PSPC1P1	13	40.07	pseudogene
PSPC1P2	13	33.35	pseudogene
PSPH	7	46.35	protein_coding
PSPHP1	7	47.42	pseudogene
PSPN	19	58.35	protein_coding
PSRC1	1	53.68	protein_coding
PSTK	10	40.38	protein_coding
PSTPIP1	15	56.51	protein_coding
PSTPIP1	LRG_172		LRG_gene
PSTPIP2	18	42.75	protein_coding
PTAFR	1	48	protein_coding
PTAR1	9	36.03	protein_coding
PTBP1	19	61.17	protein_coding
PTBP1P	14	58.74	pseudogene
PTBP2	1	35.84	protein_coding
PTBP3	9	37.7	protein_coding
PTCD1	7	53.42	protein_coding
PTCD2	5	40.04	protein_coding
PTCD3	2	41.22	protein_coding
PTCH1	9	47.49	protein_coding
PTCH2	1	53.14	protein_coding
PTCHD1	X	41.56	protein_coding
PTCHD2	1	52.85	protein_coding
PTCHD3	10	38.72	protein_coding
PTCHD3	HSCHR10_1_CTG2	38.72	protein_coding
PTCHD4	6	36.75	protein_coding
PTCRA	6	50.98	protein_coding
PTDSS1	8	43.71	protein_coding
PTDSS2	11	56.05	protein_coding
PTEN	10	35.77	protein_coding
PTENP1	9	41.99	pseudogene
PTER	10	40.88	protein_coding
PTF1A	10	60.38	protein_coding
PTGDR	14	43.9	protein_coding
PTGDR2	11	56.68	protein_coding
PTGDS	9	65.12	protein_coding
PTGER1	19	67.97	protein_coding
PTGER2	14	42.19	protein_coding
PTGER3	1	38.05	protein_coding
PTGER4	5	42.72	protein_coding
PTGER4P2	9	57.54	pseudogene
PTGER4P3	9	57.14	pseudogene
PTGES	9	52.26	protein_coding
PTGES2	9	59.55	protein_coding
PTGES3	12	44.11	protein_coding
PTGES3L	17	50.02	protein_coding
PTGES3P1	1	35.82	pseudogene
PTGES3P2	2	38.38	pseudogene
PTGES3P3	4	37.68	pseudogene
PTGES3P4	10	39.04	pseudogene
PTGES3P5	10	34.56	pseudogene
PTGFR	1	37.27	protein_coding
PTGFRN	1	44.19	protein_coding
PTGIR	19	59.04	protein_coding
PTGIS	20	46.04	protein_coding
PTGR1	9	43.23	protein_coding
PTGR2	14	42.1	protein_coding
PTGS1	9	50.08	protein_coding
PTGS2	1	34.87	protein_coding
PTH	11	33.46	protein_coding
PTH1R	3	57.96	protein_coding
PTH2	19	64.3	protein_coding
PTH2R	2	37.4	protein_coding
PTHLH	12	40.26	protein_coding
PTK2	8	40.07	protein_coding
PTK2B	8	46.91	protein_coding
PTK6	20	62.92	protein_coding
PTK7	6	49.42	protein_coding
PTMA	2	61.71	protein_coding
PTMAP1	6	51.69	pseudogene
PTMAP1	HSCHR6_MHC_QBL	51.85	pseudogene
PTMAP1	HSCHR6_MHC_COX	51.69	pseudogene
PTMAP1	HSCHR6_MHC_SSTO	51.69	pseudogene
PTMAP1	HSCHR6_MHC_DBB	51.69	pseudogene
PTMAP1	HSCHR6_MHC_MCF	51.69	pseudogene
PTMAP1	HSCHR6_MHC_MANN	51.69	pseudogene
PTMAP2	5	51.99	pseudogene
PTMAP3	20	50.3	pseudogene
PTMAP5	13	51.05	pseudogene
PTMAP6	20	48.38	pseudogene
PTMAP8	3	49.42	pseudogene
PTMS	12	61.86	protein_coding
PTN	7	38.25	protein_coding
PTOV1	19	61.87	protein_coding
PTOV1-AS1	19	49.65	antisense
PTP4A1	6	39.41	protein_coding
PTP4A1P1	2	39.61	pseudogene
PTP4A1P2	12	43.61	pseudogene
PTP4A1P3	7	37.62	pseudogene
PTP4A1P4	5	37.27	pseudogene
PTP4A1P5	X	37.36	pseudogene
PTP4A1P6	11	42.05	pseudogene
PTP4A1P7	1	38.7	pseudogene
PTP4A2	1	41.84	protein_coding
PTP4A2P1	17	42.47	pseudogene
PTP4A2P2	11	44.42	pseudogene
PTP4A3	8	62.33	protein_coding
PTPDC1	9	39.39	protein_coding
PTPLA	HG544_PATCH	42.12	protein_coding
PTPLA	10	42.12	protein_coding
PTPLAD1	15	42.55	protein_coding
PTPLAD2	9	36.86	protein_coding
PTPLB	3	40.56	protein_coding
PTPMT1	11	47.83	protein_coding
PTPN1	20	43.57	protein_coding
PTPN11	12	43.16	protein_coding
PTPN12	7	38.16	protein_coding
PTPN13	4	36.16	protein_coding
PTPN14	1	41.26	protein_coding
PTPN18	2	47.65	protein_coding
PTPN2	18	42.19	protein_coding
PTPN20A	10	36.87	protein_coding
PTPN20B	10	36.85	protein_coding
PTPN20B	HG1211_PATCH	36.85	protein_coding
PTPN20C	10	36.69	pseudogene
PTPN21	14	41.28	protein_coding
PTPN22	1	38.85	protein_coding
PTPN23	3	51.53	protein_coding
PTPN2P1	1	40.95	pseudogene
PTPN2P2	13	41.31	pseudogene
PTPN3	9	45.35	protein_coding
PTPN4	2	37.04	protein_coding
PTPN5	11	50.02	protein_coding
PTPN6	12	57.71	protein_coding
PTPN6	HG344_PATCH	57.71	protein_coding
PTPN7	1	52.92	protein_coding
PTPN9	15	45.11	protein_coding
PTPRA	20	43.04	protein_coding
PTPRB	12	39.81	protein_coding
PTPRC	HSCHR1_3_CTG31	34.25	protein_coding
PTPRC	1	34.25	protein_coding
PTPRCAP	11	63.76	protein_coding
PTPRD	9	35.53	protein_coding
PTPRE	10	47.89	protein_coding
PTPRF	1	55.69	protein_coding
PTPRG	3	40.79	protein_coding
PTPRH	19	52.63	protein_coding
PTPRJ	11	45.41	protein_coding
PTPRK	6	35.41	protein_coding
PTPRM	18	40.1	protein_coding
PTPRN	2	53.59	protein_coding
PTPRN2	7	51.39	protein_coding
PTPRO	12	37.5	protein_coding
PTPRQ	12	34.9	protein_coding
PTPRR	12	37.65	protein_coding
PTPRS	19	52.47	protein_coding
PTPRT	20	42.34	protein_coding
PTPRU	1	51.58	protein_coding
PTPRVP	1	55.08	pseudogene
PTPRZ1	7	35.6	protein_coding
PTRF	17	52.7	protein_coding
PTRH1	9	58.06	protein_coding
PTRH2	17	39.24	protein_coding
PTRHD1	2	46.31	protein_coding
PTS	11	41.9	protein_coding
PTTG1	5	39.41	protein_coding
PTTG1IP	21	50.96	protein_coding
PTTG2	4	42.69	protein_coding
PTTG3P	8	44.17	pseudogene
PTTG4P	14	46.88	pseudogene
PTX3	3	42.75	protein_coding
PTX4	16	64.18	protein_coding
PUF60	HG104_HG975_PATCH	62.04	protein_coding
PUF60	8	62.04	protein_coding
PUM1	1	41.05	protein_coding
PUM2	2	37.42	protein_coding
PURA	5	49.42	protein_coding
PURB	7	40.58	protein_coding
PURG	8	36.48	protein_coding
PUS1	12	51.45	protein_coding
PUS10	2	39.7	protein_coding
PUS3	11	40.24	protein_coding
PUS7	7	43	protein_coding
PUS7L	12	36.53	protein_coding
PUSL1	1	66.76	protein_coding
PVALB	22	51.49	protein_coding
PVR	19	50.05	protein_coding
PVRIG	7	56.74	protein_coding
PVRL1	11	54.84	protein_coding
PVRL2	19	52.84	protein_coding
PVRL3	3	36.67	protein_coding
PVRL4	1	52.53	protein_coding
PVT1	8	46.6	lincRNA
PWP1	12	40.59	protein_coding
PWP2	21	56.95	protein_coding
PWRN1	15	39.28	lincRNA
PWWP2A	5	42.31	protein_coding
PWWP2AP1	13	48.59	pseudogene
PWWP2B	10	62.25	protein_coding
PXDC1	6	52.64	protein_coding
PXDN	2	49.9	protein_coding
PXDNL	8	38.69	protein_coding
PXK	3	43.61	protein_coding
PXMP2	12	53.26	protein_coding
PXMP2	12	52.31	protein_coding
PXMP4	20	49.6	protein_coding
PXN	12	53	protein_coding
PXT1	6	42.81	protein_coding
PYCARD	16	61.9	protein_coding
PYCR1	17	62.3	protein_coding
PYCR2	1	54.71	protein_coding
PYCRL	8	60.74	protein_coding
PYDC1	16	61.23	protein_coding
PYDC2	3	52.04	protein_coding
PYGB	20	52.17	protein_coding
PYGL	14	42.47	protein_coding
PYGM	11	56.99	protein_coding
PYGO1	15	39.31	protein_coding
PYGO2	1	54.77	protein_coding
PYHIN1	1	38.93	protein_coding
PYROXD1	12	36.4	protein_coding
PYROXD2	10	50.39	protein_coding
PYURF	4	44.72	protein_coding
PYY	17	48.49	protein_coding
PYY2	17	63.87	pseudogene
PYY3	X	61.97	pseudogene
PYY3	HG1436_HG1432_PATCH	61.97	pseudogene
PZP	12	38.19	protein_coding
QARS	3	53.42	protein_coding
QDPR	4	45.09	protein_coding
QKI	6	36.39	protein_coding
QPCT	2	41.07	protein_coding
QPCTL	19	52.56	protein_coding
QPRT	16	51.92	protein_coding
QRFP	9	64.48	protein_coding
QRFPR	4	38.64	protein_coding
QRICH1	3	46.08	protein_coding
QRICH2	17	52.95	protein_coding
QRSL1	6	39.53	protein_coding
QRSL1P1	1	41.75	pseudogene
QRSL1P2	1	40.25	pseudogene
QRSL1P3	14	41.26	pseudogene
QSER1	11	38.54	protein_coding
QSOX1	1	51.87	protein_coding
QSOX2	HG998_1_PATCH	54.55	protein_coding
QSOX2	9	54.55	protein_coding
QTRT1	19	52.81	protein_coding
QTRTD1	3	38.31	protein_coding
R3HCC1	8	47.98	protein_coding
R3HCC1L	10	37.83	protein_coding
R3HDM1	2	37.98	protein_coding
R3HDM2	12	43.29	protein_coding
R3HDM2P1	4	51.63	pseudogene
R3HDM2P2	6	53.78	pseudogene
R3HDM4	19	58.93	protein_coding
R3HDML	20	48.37	protein_coding
RAB10	2	40.62	protein_coding
RAB11A	15	40.1	protein_coding
RAB11B	19	59.05	protein_coding
RAB11FIP1	8	45.87	protein_coding
RAB11FIP1P1	X	46.93	pseudogene
RAB11FIP2	10	35.43	protein_coding
RAB11FIP3	16	52.85	protein_coding
RAB11FIP4	17	51.37	protein_coding
RAB11FIP5	2	48.58	protein_coding
RAB12	18	42.23	protein_coding
RAB13	1	48.79	protein_coding
RAB14	9	39.61	protein_coding
RAB15	14	52.23	protein_coding
RAB17	2	52.74	protein_coding
RAB18	10	36.59	protein_coding
RAB19	7	47.49	protein_coding
RAB1A	2	42.71	protein_coding
RAB1B	11	55.61	protein_coding
RAB1C	9	56.11	pseudogene
RAB20	13	49.74	protein_coding
RAB21	12	37.14	protein_coding
RAB22A	20	41.46	protein_coding
RAB23	6	37.94	protein_coding
RAB24	5	57.83	protein_coding
RAB25	1	51.24	protein_coding
RAB26	16	58.26	protein_coding
RAB27A	15	41.6	protein_coding
RAB27A	LRG_96		LRG_gene
RAB27B	18	37.74	protein_coding
RAB28	4	36.22	protein_coding
RAB2A	8	39.18	protein_coding
RAB2B	14	41.19	protein_coding
RAB30	11	41.21	protein_coding
RAB31	18	43.63	protein_coding
RAB32	6	39.47	protein_coding
RAB33A	X	47.75	protein_coding
RAB33B	4	41.25	protein_coding
RAB34	17	58.35	protein_coding
RAB35	12	55.75	protein_coding
RAB36	22	55.45	protein_coding
RAB37	17	49.21	protein_coding
RAB38	11	38.43	protein_coding
RAB39A	11	42.88	protein_coding
RAB39B	X	41.08	protein_coding
RAB39B	HG1497_PATCH	41.08	protein_coding
RAB3A	19	55.05	protein_coding
RAB3B	1	44.37	protein_coding
RAB3C	5	37.99	protein_coding
RAB3D	19	51.09	protein_coding
RAB3GAP1	2	37.96	protein_coding
RAB3GAP2	1	37.8	protein_coding
RAB3IL1	11	59.29	protein_coding
RAB3IP	12	38.33	protein_coding
RAB40A	X	39.35	protein_coding
RAB40AL	X	56.66	protein_coding
RAB40B	17	53.03	protein_coding
RAB40C	16	56.81	protein_coding
RAB41	X	45.98	protein_coding
RAB42	1	58.17	protein_coding
RAB42P1	14	64.84	pseudogene
RAB43	3	50.78	protein_coding
RAB43P1	16	61.29	pseudogene
RAB44	6	48.46	protein_coding
RAB4A	1	41.31	protein_coding
